x,y
110,-19
47,-98
62,-52
63,-59
67,-81
37,-63
40,-39
66,-45
78,-76
67,-73
57,-86
35,-92
16,-91
14,-85
18,-70
38,-63
41,-59
38,-54
56,-63
66,-61
75,-68
57,-86
46,-75
-70,-51
70,-94
86,-81
56,-74
36,-92
58,-94
39,-92
-5,-88
17,-46
17,-46
-30,20
-108,-40
-100,-33
29,77
69,31
49,16
29,4
24,0
22,2
15,-3
-2,-5
-6,2
-8,1
7,-4
8,-5
7,-2
9,-3
9,1
3,0
4,1
-2,5
3,0
8,0
2,0
5,-1
7,-1
3,-2
3,-4
-110,-97
-81,97
